Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5Pxw4MqAFpXufdGhnAmYgI,"Primrose (feat. Naisha)","Furaha","NATE08,Naisha",2022-11-11,239506,64,false,,2025-06-02T17:01:00Z,"jazz house","Needwant",0.866,0.415,10,-13.475,0,0.153,0.812,0.827,0.097,0.492,115.02,4
spotify:track:5rBan6pzEHxPdlCQXaykL9,"Crystal Skies (Sped Up)","Crystal Skies","VXLLAIN,iGRES,ENXK",2024-10-18,153043,66,false,,2025-05-23T01:51:05Z,"synthwave,electroclash,drift phonk,phonk","Azurite Records",0.646,0.691,8,-11.393,0,0.0371,0.403,0.928,0.0556,0.684,103.532,4
spotify:track:4CpLkaW3Hjr8sIKvdA5I0t,"I Can Fly Away","After Hours","Delicate Steve",2022-07-08,188813,54,false,,2025-05-22T15:53:51Z,"","Anti/Epitaph",0.729,0.923,9,-5.779,0,0.0328,0.211,0.879,0.0585,0.755,141.096,4
spotify:track:10xn5QnjGhVGJCR0kQ5ux6,"Sunday","The Day Before (Deluxe Edition)","DJ Day",2016-10-02,203057,46,false,,2025-05-22T01:43:02Z,"nu jazz,trip hop","7T5 Music",0.798,0.494,7,-14.932,1,0.0689,0.0701,0.911,0.0938,0.84,93.016,4
spotify:track:5JVbvCHX10U2pLa5DEqGav,"Safe and Sound","In A Tidal Wave of Mystery","Capital Cities",2013-06-04,192789,88,false,,2025-05-22T00:45:14Z,"","Lazy Hooks, LLC",0.655,0.818,0,-4.852,1,0.0319,0.000182,0.00399,0.104,0.767,117.956,5
spotify:track:4S1VYqwfkLit9mKVY3MXoo,"Forever Young","Forever Young","Alphaville",1984,226706,86,false,,2025-05-22T00:44:34Z,"synthpop","WM Germany",0.489,0.482,9,-9.466,0,0.0275,0.417,0.00227,0.235,0.33,136.803,4
spotify:track:34xGLuxM0rkxhCVyMSqwJO,"Stolen Dance","Sadnecessary","Milky Chance",2013-05-31,313684,85,false,,2025-05-22T00:42:26Z,"","Stoned In Paradise",0.884,0.581,11,-8.813,1,0.0378,0.427,0.000206,0.0759,0.728,114.016,4
spotify:track:5HCBEhjJ90VMZ2bzwPwK8S,"Ray Mysterio - Instrumental","Bread","The Alchemist",2018-11-30,223535,50,false,,2025-05-11T17:42:47Z,"hip hop alternativo,jazz rap,hip hop experimental,boom bap","ALC",0.731,0.577,1,-8.449,1,0.0508,0.548,0.867,0.278,0.865,132.062,4
spotify:track:2HMFUciWgE8VQ28QnCoBcG,"Take Care of You","Sampled Moods","Cherokee",2018-02-21,349514,46,false,,2025-05-09T03:55:15Z,"house francés,nu disco","Cherokee",0.871,0.595,6,-8.492,0,0.0574,0.116,0.348,0.0903,0.554,103.003,4
spotify:track:4NczzeHBQPPDO0B9AAmB8d,"Assumptions","IV","Sam Gellaitry",2021-05-13,220838,77,false,,2025-05-06T04:45:16Z,"","FFRR",0.639,0.815,11,-4.718,1,0.221,0.123,0.00113,0.193,0.443,126.055,4
spotify:track:4vOvS7WaC2os4bKOo6Zibd,"BEHELIT","BERSERK Original Soundtrack","Susumu Hirasawa",1997-11-06,115693,54,false,,2025-05-05T15:32:28Z,"anime,art pop","VAP",0.566,0.342,0,-19.496,1,0.0399,0.879,0.946,0.114,0.366,120.029,4
spotify:track:5WEBVd7HoSDLMAaJnk6yTT,"in the bleak midwinter","in the bleak midwinter",".diedlonely",2023-08-11,96000,52,false,,2025-04-28T03:19:19Z,"dark ambient,ambient",".diedlonely",0.349,0.17,0,-27.66,0,0.0328,0.74,0.878,0.0965,0.0363,119.969,4
spotify:track:3cJh89D0za2SW705fNBo3b,"Where's Your Head At","Rooty","Basement Jaxx",2001-06-25,285533,77,false,,2025-04-28T01:13:41Z,"big beat","XL Recordings",0.61,0.918,0,-4.817,1,0.0298,0.0000642,0.0853,0.273,0.415,127.864,4
spotify:track:2k0xk8GpsST0pcJ0Wck9tE,"Roll the Bones - 2004 Remaster","Roll the Bones (2004 Remaster)","Rush",1991-08-20,329906,47,false,,2025-04-17T20:59:24Z,"rock progresivo,rock clásico,hard rock,rock,aor","Atlantic Records",0.659,0.816,7,-9.678,1,0.0386,0.0236,0.0816,0.0521,0.668,111.195,4
spotify:track:4Goj7amQLl2PiPYaiB0VlV,"Tidal Wave","What Kinda Music","Tom Misch,Yussef Dayes",2020-04-24,249427,64,false,,2025-04-16T23:11:16Z,"indie soul,nu jazz","Beyond The Groove / Blue Note Records",0.533,0.487,4,-8.79,0,0.052,0.0458,0.833,0.113,0.339,141.427,3
spotify:track:2acj21k56lNshKpVAYF7DR,"Premonition","UNDERTALE Soundtrack","Toby Fox",2015-09-15,61754,56,false,,2025-04-15T10:42:53Z,"banda sonora","Materia Collective",0.299,0.00209,11,-29.377,0,0.0434,0.996,0.848,0.0955,0.11,66.358,4
spotify:track:7j66a03825ABvHjd0qZlTZ,"MAKING STANG","TWO WANTED CRIMINALS","camo mane,Phonkmasta",2024-01-23,134160,55,true,,2025-04-15T09:55:19Z,"phonk","STREET VIOLENCE BOUND",0.787,0.753,7,-9.395,1,0.351,0.0766,0.792,0.773,0.436,144.92,4
spotify:track:4eGHEHqoDMMejzPhRFTc7p,"I Don't Wanna Be Me","Life Is Killing Me","Type O Negative",2003-06-09,308826,76,false,,2025-04-09T17:28:48Z,"metal gótico,rock gótico,doom metal","Roadrunner Records",0.474,0.977,8,-8.651,0,0.15,0.024,0.604,0.0931,0.0449,100.557,4
spotify:track:710B9xFjNOisQtKtppZE9p,"Black No. 1 (Little Miss Scare -All)","Bloody Kisses (Top Shelf Edition)","Type O Negative",1994-05-10,675653,65,true,,2025-04-09T17:25:41Z,"metal gótico,rock gótico,doom metal","Roadrunner Records",0.348,0.7,4,-8.885,1,0.0611,0.0397,0.00228,0.106,0.416,93.614,4
spotify:track:2Lumsra3kuU61wXkEKzKaK,"Disco","Disco","Surf Curse",2019-06-12,152760,83,false,,2025-04-05T00:54:43Z,"indie","Surf Curse",0.473,0.621,11,-8.698,0,0.0291,0.0253,0.000366,0.19,0.782,173.083,4
spotify:track:0JIMT9gzLIIz0esKLyjbKf,"Telephones","Changes","Vacations",2018,212432,84,false,,2025-04-05T00:50:56Z,"","Nettwerk Music Group",0.526,0.447,2,-9.268,1,0.0274,0.00283,0.0301,0.109,0.183,74.995,4
spotify:track:5AJ9hqTS2wcFQCELCFRO7A,"MILLION DOLLAR BABY","MILLION DOLLAR BABY","Tommy Richman",2024-04-26,155151,87,false,,2025-04-03T14:46:36Z,"","PULSE Records",0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4
spotify:track:4dbUtdJDtqjHEgOxt2a4Dp,"Leave Me Behind","Sweet Side","Raquel Rodriguez,Dux",2021-04-23,225414,48,false,,2025-03-23T22:15:23Z,"neo soul,nu disco","Blue Dream Records",0.818,0.693,4,-6.401,0,0.0739,0.347,0.000234,0.0804,0.808,109.994,4
spotify:track:0RvVNcrflhjbzQ4axN8BDv,"Local Forecast","Groovy","Kevin MacLeod",2016-12-19,199549,45,false,,2025-03-19T14:57:45Z,"","incompetech",0.659,0.527,8,-10.24,1,0.0342,0.00806,0.876,0.132,0.735,153.968,4
spotify:track:5sRQNFKwE9kgNleZgnCpgw,"Local Forecast - Elevator","Disco Ultralounge","Kevin MacLeod",2014-12-25,189204,58,false,,2025-03-19T14:57:40Z,"","Incompetech",0.627,0.384,7,-19.31,0,0.0425,0.664,0.961,0.782,0.9,163.926,4
spotify:track:3taMsBBraU23lStSSq3QuH,"Under The Magnolia Tree","The Celestial Suite","Pale Jay",2021-10-22,187295,70,false,,2025-03-17T21:50:05Z,"retro soul","PLYGRND",0.543,0.699,6,-4.685,0,0.0309,0.315,0.526,0.123,0.557,172.144,4
spotify:track:4Cawgpimw6YOYl6AWZU2Ks,"Warmth","Falling into Place","Home",2016-02-26,177815,24,false,,2025-03-13T16:36:42Z,"vaporwave,synthwave,chillwave","606983 Records DK2",0.776,0.452,0,-11.254,1,0.0489,0.082,0.849,0.0906,0.706,108.016,4
spotify:track:4ZTC6KvnQxloiwmT0Yhypy,"Life Will Be","Gold","Cleo Sol",2023-09-29,198200,73,false,,2025-03-13T13:12:21Z,"neo soul,r&b alternativo,r&b británico","Forever Living Originals",0.557,0.408,7,-8.656,1,0.0792,0.57,0.0131,0.146,0.294,102.343,4
spotify:track:2miIOgni3EEut8pvYcxeYn,"Six Blade Knife","Dire Straits","Dire Straits",1978-10-07,252000,74,false,,2025-03-10T18:44:06Z,"rock clásico","EMI",0.898,0.412,9,-13.826,0,0.0395,0.137,0.338,0.0825,0.857,117.457,4
spotify:track:6uVPPY9mYK2aohjCzhp65O,"Outer Wishes","Songs from Celestial City","CAPYAC,Reggie Watts",2025-02-28,265705,29,false,,2025-03-10T17:32:04Z,"nu disco,humor,jazz house","Nettwerk Music Group",0.739,0.693,2,-9.176,1,0.0614,0.00614,0.71,0.0869,0.764,125.021,4
spotify:track:1hVMeWUFQXJHDemCcakLLj,"Bells Are Ringing - Harvey Sutherland Dub","Bells Are Ringing (Harvey Sutherland Dub)","Mondo Freaks,Harvey Sutherland",2025-02-28,362000,20,false,,2025-03-10T17:26:16Z,"jazz house,lo-fi house","Every Star Records",0.593,0.566,2,-7.633,0,0.0594,0.124,0.862,0.414,0.912,119.988,4
spotify:track:0eZjwNa0wGZSzsOnt4T2hG,"Void in Blue","Void in Blue","Glare",2018-08-31,278822,67,false,,2025-02-26T23:50:25Z,"shoegaze,slowcore","Sunday Drive",0.28,0.486,11,-7.615,1,0.0297,0.00255,0.133,0.125,0.0377,81.247,4
spotify:track:6GYRy9WIP8mDwb2V4PUfvf,"yyy.","TJD006","Jitwam",2017-07-07,207213,20,false,,2025-02-14T21:40:27Z,"jazz house,lo-fi house,indie jazz","The Jazz Diaries",0.664,0.617,7,-8.962,1,0.159,0.131,0.00191,0.145,0.386,96.22,4
spotify:track:6cvM8TlFQ1tqWSzFlgq5gA,"SOINLOVEWITHUUUUU!!!!!","Zion V: The Ballad Of Charles Douthit","9th Wonder",2020-12-18,293683,49,false,,2025-02-04T01:19:40Z,"hip hop alternativo","Jamla Records",0.851,0.716,7,-6.334,0,0.146,0.0171,0.908,0.266,0.839,86.598,4
spotify:track:57kR5SniQIbsbVoIjjOUDa,"You Know You Like It","You Know You Like It","DJ Snake,AlunaGeorge",2014-10-14,247266,78,false,,2025-02-01T00:35:07Z,"","Universal-Island Records Ltd.",0.407,0.725,5,-5.346,0,0.188,0.0141,0.00000246,0.306,0.247,196.093,4
spotify:track:6iSTntxu7jHWzFswelk0nz,"Middle Name","Opposites Attract","ThaMonster",2024-09-06,156734,50,false,,2025-01-30T15:10:48Z,"","TMR",0.636,0.675,8,-6.755,0,0.227,0.241,0,0.112,0.177,73.326,4
spotify:track:3hN5cipCofNVspWVkToiQD,"Actually","Small Moments","Dan Kye",2020-11-13,227486,59,false,,2025-01-24T15:09:57Z,"jazz house","Rhythm Section International",0.837,0.517,8,-10.839,1,0.0707,0.00977,0.358,0.114,0.548,119.979,4
spotify:track:59QJsTw38Jj13WnR1qz1MC,"Got To Be Good","On The Inside","Gotts Street Park,Pip Millett",2023-10-13,159933,70,false,,2025-01-22T19:09:23Z,"r&b británico,r&b alternativo,neo soul","Blue Flowers Music",0.718,0.504,5,-9.119,1,0.0433,0.37,0.00955,0.127,0.675,89.945,4
spotify:track:4msR3kzMPSfvHG1ZIUGOMP,"Nina","Figurine","WAYNE SNOW",2021-09-24,187741,43,false,,2025-01-22T19:09:18Z,"","Roche Musique",0.878,0.444,2,-8.083,1,0.0947,0.12,0.473,0.166,0.428,105.013,4
spotify:track:2WZwPv9no6rPUSLTABF1uy,"Holding On","In a Heartbeat","Cannons",2018-07-13,226833,54,false,,2025-01-22T19:09:12Z,"","Cannons",0.685,0.629,5,-9.212,0,0.0562,0.233,0.743,0.074,0.612,89.998,4
spotify:track:6ELl4Rhgv6oqSbqWIomjs3,"Summer Reign (feat. Ty Dolla $ign)","The Great Escape","Larry June,The Alchemist,Ty Dolla $ign",2023-03-31,175626,64,true,,2025-01-22T13:08:53Z,"hip hop alternativo,jazz rap,hip hop experimental,boom bap,trap soul","The Freeminded Records / ALC / EMPIRE",0.397,0.705,3,-10.534,1,0.267,0.434,0.00000348,0.414,0.651,153.457,4
spotify:track:5TJCXFm2oBmRyIJklBDt26,"Levantado","Maera","The Heavy Eyes",2012-12-01,216122,41,false,,2025-01-19T07:06:51Z,"stoner rock,stoner metal,sludge metal,rock espacial,doom metal,blues rock,rock psicodélico","Kozmik Artifactz",0.282,0.963,7,-3.894,1,0.0576,0.0000179,0.107,0.607,0.392,108.785,4
spotify:track:2ONZE0FG9CkmclhyXtsa2s,"The Fox","Plays","Nicole Glover",2024-03-29,287226,10,false,,2025-01-08T23:12:33Z,"hard bop","Savant",0.376,0.741,6,-7.448,1,0.0396,0.703,0.0176,0.114,0.595,144.059,4
spotify:track:4VkRQSpG16JxrXaVlNyWdX,"memories","memories","leadwave",2022-09-23,86319,73,false,,2025-01-04T14:17:52Z,"dark ambient","leadwave",0.252,0.0823,5,-27.338,1,0.0344,0.951,0.928,0.0857,0.0381,67.238,4
spotify:track:3J2WUEn6oFN8eDPZov7w9I,"deep in it","deep in it","berlioz,Ted Jasper",2023-03-10,154862,36,false,,2025-01-03T16:22:05Z,"jazz house,jazz","berlioz",0.567,0.415,3,-11.901,0,0.0499,0.972,0.885,0.0999,0.273,118.967,4
spotify:track:1qTLYAQcXTs1JGbt8DfedM,"when sunday comes around","Monterey Village","Marlon Funaki",2022-07-01,319333,65,false,,2024-12-31T10:55:07Z,"","Marlon Funaki",0.631,0.575,4,-10.98,1,0.0316,0.322,0.119,0.115,0.358,134.974,4
spotify:track:1nPercWuuhmchDfb4fsoFK,"Murphy's Law","Murphy's Law","Marlon Funaki",2023-11-15,192811,54,false,,2024-12-31T10:50:12Z,"","UnderCurrent",0.488,0.558,10,-9.641,1,0.0375,0.588,0.936,0.122,0.0517,110.163,4
spotify:track:0sRivwBJ9mQAUnbQ59HpAy,"Luxury","Air Travel","KING PALM",2022-02-05,182768,35,false,,2024-12-29T01:02:30Z,"synthwave,chillwave,vaporwave","Lofi Records",0.756,0.584,0,-11.95,1,0.0487,0.732,0.952,0.0814,0.208,95.014,4
spotify:track:7HMkTthlFcV104mKE5N1zO,"Reason - Bonobo Rework","Reason (Bonobo Rework)","Kanako Yamamoto,Bonobo",2024-12-10,229859,29,false,,2024-12-18T02:25:42Z,"trip hop,downtempo,nu jazz,electrónica","OUTLIER",0.412,0.473,0,-8.259,0,0.0307,0.679,0.0000906,0.143,0.332,141.9,3
spotify:track:4XpJxc4YfVvbJY69shxi1y,"Koi Pond","Koi Pond","SHAMMY",2019-05-03,169193,40,false,,2024-12-16T22:19:27Z,"synthwave,chillwave,vaporwave","SHAMMY",0.762,0.375,7,-13.813,1,0.05,0.463,0.265,0.0809,0.205,100.041,4
spotify:track:6H2VSbAcocipt8AU9F1Nd3,"Afterhours","Hologram Plaza 3","Vapora",2019-10-02,126725,40,false,,2024-12-16T22:19:12Z,"vaporwave","Vaporsoft Records",0.707,0.069,3,-25.294,0,0.0373,0.976,0.93,0.106,0.233,163.989,4
spotify:track:0Sw5rzQpTmr8Z3QKvuCvhZ,"Align","Second Light","Voyage",2023-06-15,219272,48,false,,2024-12-16T22:14:37Z,"synthwave,vaporwave,chillwave","Voyage",0.649,0.786,2,-8.123,1,0.116,0.713,0.908,0.157,0.244,181.995,4
spotify:track:78MK55UVcSHXWpNuT0I1bC,"Equinox","Stratford Ct. | Sonus Auri","admo",2019-06-28,162500,53,false,,2024-12-16T22:06:16Z,"synthwave,chillwave,vaporwave","Stratford Ct.",0.671,0.515,1,-16.738,1,0.0388,0.815,0.932,0.11,0.0984,105.001,4
spotify:track:0aU10VlpxhIAuxGcGi87mB,"Whatcha Gonna Do","Stop Wait A Minute Girl B/W Whatcha Gonna Do","The Valdons",2013-11-26,124992,62,false,,2024-12-15T16:08:29Z,"","Secret Stash Records",0.559,0.499,5,-10.131,0,0.0347,0.725,0.179,0.116,0.773,151.423,4
spotify:track:6W9yTmOy7ql9mbHML9ttfp,"stay","it never gets easier","never easy",2024-07-26,146842,52,false,,2024-12-13T17:47:47Z,"shoegaze","RUN",0.4,0.793,7,-5.331,0,0.0298,0.0335,0.217,0.507,0.211,75.986,4
spotify:track:1orVTNj2ZNxHwB2jvoOMhF,"Dancing On My Own","Dancing On My Own","Flight Facilities,DRAMA",2024-11-13,239863,6,false,,2024-12-08T22:04:58Z,"nu disco,indie soul","Glitterbox Recordings",0.759,0.87,9,-4.955,1,0.0359,0.0884,0.0761,0.283,0.496,120.986,4
spotify:track:77VqW84V88aKD8Bi8CzEsP,"You've Done Enough","Olympia","Gorgon City,DRAMA",2021-06-25,212893,63,false,,2024-12-08T21:58:58Z,"house,indie soul","Positiva",0.676,0.782,0,-6.639,1,0.0344,0.0147,0.165,0.704,0.519,125.057,4
spotify:track:4RGWHfQeJftd5XrP8JUgFj,"Metamodernity","Metamodernity","Vansire",2019-06-11,162663,69,false,,2024-12-08T21:53:10Z,"bedroom pop","Vansire",0.823,0.544,5,-10.077,1,0.0358,0.389,0.165,0.108,0.826,121.968,4
spotify:track:2rrq3SGYxk90xLx5fMmPhZ,"I Must Apologise","to hell with it","PinkPantheress",2021-10-15,108373,80,false,,2024-12-04T17:44:12Z,"bedroom pop","Parlophone UK",0.616,0.856,9,-6.098,1,0.0457,0.516,0.0652,0.245,0.75,157.109,4
spotify:track:6gA0ps6IzjBj7azFvWjWME,"Sometimes I Cry","Layers","Les McCann",1973-01-01,322080,41,false,,2024-12-02T10:23:11Z,"soul jazz,jazz funk,jazz,hard bop,jazz fusión","Rhino Atlantic",0.481,0.259,6,-15.444,1,0.0322,0.25,0.798,0.0957,0.541,135.941,4
spotify:track:2hK67eTuNLPcrzYqB4BjZO,"Metal Zone","Wicked Nature","The Vines",2014-08-29,144860,43,false,,2024-11-29T10:07:49Z,"garage rock","Wicked Nature Music",0.506,0.88,7,-5.005,0,0.0523,0.00256,0.266,0.191,0.283,132.162,4
spotify:track:0CRZ3cFFZEUglP5RlU2f9o,"Yugoslavskiy Groove","Softic","Soft Blade",2021-08-06,244000,65,false,,2024-11-24T17:46:09Z,"lo-fi house,witch house","Soft Blade",0.534,0.538,11,-11.332,0,0.0396,0.656,0.899,0.164,0.07,119.968,4
spotify:track:6zWU7YALeEDMcPGhKKZJhV,"Navajo","Navajo","Masego",2017-06-08,194157,76,false,,2024-11-20T17:05:44Z,"","Masego",0.567,0.593,6,-7.404,0,0.288,0.117,0.00000132,0.248,0.358,88.545,4
spotify:track:1GHBv69iqWr9stD2DtMFkv,"Nothing But The Best - 2008 Remastered","Nothing But The Best (2008 Remastered)","Frank Sinatra",2008-05-13,180240,49,false,,2024-11-20T04:31:46Z,"navidad,big band,adult standards,swing,vocal jazz,jazz","FRANK SINATRA DIGITAL REPRISE",0.654,0.4,1,-8.559,1,0.0368,0.557,0,0.0757,0.864,74.7,4
spotify:track:1m3BAsNsQAaSNMD2M6vlKY,"Breezin'","Breezin'","George Benson",1976,341733,65,false,,2024-11-17T22:19:23Z,"smooth jazz,yacht rock,jazz funk,soul jazz","Rhino/Warner Records",0.682,0.752,2,-9.521,1,0.0454,0.476,0.863,0.0768,0.964,81.081,4
spotify:track:2n1MTLCis6qPSDKdr5XSDI,"Oh Qué Será?","Greatest Hits","Willie Colón",2008-02-26,304200,75,false,,2024-11-17T21:46:21Z,"salsa,merengue,son cubano","Fania",0.445,0.791,9,-5.017,0,0.132,0.69,0.00000135,0.0718,0.459,87.058,4
spotify:track:2KQtAZ5F8LK0vi0JyrpF6w,"I'm a Rock","Honeycomb","Jitwam",2019-05-03,204324,60,false,,2024-11-13T00:31:57Z,"jazz house,lo-fi house,indie jazz","Tartelet Records",0.869,0.486,1,-6.56,1,0.0447,0.31,0.311,0.102,0.52,111.003,4
spotify:track:4hYNZvsCnAOZP0lADhpmgC,"(L)MIRL","Gore","Deftones",2016-04-08,302413,65,false,,2024-11-05T04:21:07Z,"nu metal,metal alternativo,rap metal,shoegaze","Reprise",0.312,0.759,2,-4.992,0,0.0342,0.00116,0.791,0.108,0.0916,140.069,4
spotify:track:2DPskuIFBKByOJPb8CmDTk,"Libros y Gente","Perez","Perez",2010-01-01,225306,24,false,,2024-10-26T02:22:08Z,"indie latino","Perez",0.424,0.925,9,-9.186,1,0.0322,0.0837,0.137,0.101,0.742,175.956,4
spotify:track:0xxZY5C9xxij3D1HkzbnfC,"Monster Mash","The Original Monster Mash","Bobby Boris Pickett,The Crypt-Kickers",1962,192040,59,false,,2024-10-20T06:04:05Z,"","Decca Music Group Ltd.",0.541,0.504,11,-14.191,0,0.457,0.375,0,0.421,0.707,68.482,4
spotify:track:083HuPvgqYBLUiv82bVxwE,"HOT ONE (with TiaCorine & A$AP Ferg)","HOT ONE (with TiaCorine & A$AP Ferg)","Denzel Curry,TiaCorine,A$AP Ferg",2024-06-05,165270,62,true,,2024-10-19T23:50:11Z,"rap","Loma Vista Recordings",0.766,0.724,5,-5.145,1,0.18,0.717,0,0.15,0.827,163.119,4
spotify:track:5RBOcBpJXaNnHCGViJmYhh,"The Perfect Girl","The Perfect Girl","Mareux",2021-12-08,194423,78,false,,2024-10-19T21:15:02Z,"dark wave,coldwave","Revolution Records",0.485,0.89,8,-5.992,0,0.0911,0.000872,0.818,0.102,0.258,128.881,4
spotify:track:0qOCy2LqvdkMora7eZsJhQ,"From the Subway Train","Angel Youth","Vansire",2018-04-26,57370,69,false,,2024-10-07T04:53:13Z,"bedroom pop","Vansire",0.392,0.429,5,-10.279,0,0.0462,0.527,0.015,0.217,0.105,72.104,4
spotify:track:4A48ckONJNoXU5smWT9CeG,"If You Don't Want My Love","Come Around and Love Me","Jalen Ngonda",2023-09-08,146813,79,false,,2024-10-07T04:50:49Z,"retro soul","Daptone Records",0.595,0.776,11,-5.772,0,0.0386,0.129,0.000602,0.246,0.933,92.881,4
spotify:track:0J9uaeOd7GZi9MTybtqAD4,"Self","Heaven","Cleo Sol",2023-09-15,199615,67,false,,2024-10-07T04:48:24Z,"neo soul,r&b alternativo,r&b británico","Forever Living Originals",0.725,0.417,1,-10.635,0,0.0976,0.445,0.79,0.0834,0.975,151.947,4
